[Mon May 11 12:46:58 AEST 2026] [baseline] starting

================================================================================
HYBRID BASELINE-DAGGER PIPELINE
================================================================================
[12:46:58] [bo-hybrid] baseline_only root: /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only

--------------------------------------------------------------------------------
PHASE 1: LAYOUTS
--------------------------------------------------------------------------------
[layout-sampler] wrote 200 layouts -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/heldout_layouts.yaml
[layout-sampler] wrote 40 layouts -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/correction_layouts.yaml

--------------------------------------------------------------------------------
PHASE 2: INITIAL DEMO COLLECTION
--------------------------------------------------------------------------------
[12:46:59] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.collect_demos --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/training_layouts.yaml --demo_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos --num_demos 20 --seed 0
[eq-collect] 20 layouts in /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/training_layouts.yaml
[eq-collect] saved demo_multimodal_heldout_001_1778468131706.json  (layout 1/20, start=[0, 2], goal=[2, 4], fires=[[0, 4], [3, 4], [4, 0]])
[eq-collect] saved demo_multimodal_heldout_002_1778467661643.json  (layout 2/20, start=[3, 4], goal=[0, 0], fires=[[1, 2], [1, 3], [4, 3]])
[eq-collect] saved demo_multimodal_heldout_003_1778467796076.json  (layout 3/20, start=[4, 4], goal=[1, 2], fires=[[0, 1], [1, 0], [2, 3]])
[eq-collect] saved demo_multimodal_heldout_004_1778468270334.json  (layout 4/20, start=[2, 0], goal=[4, 3], fires=[[1, 4], [3, 2], [3, 3]])
[eq-collect] saved demo_multimodal_heldout_005_1778468227656.json  (layout 5/20, start=[2, 0], goal=[4, 2], fires=[[0, 1], [0, 4], [4, 4]])
[eq-collect] saved demo_multimodal_heldout_006_1778468591850.json  (layout 6/20, start=[2, 1], goal=[1, 4], fires=[[0, 4], [2, 2], [4, 0]])
[eq-collect] saved demo_multimodal_heldout_007_1778468350697.json  (layout 7/20, start=[4, 3], goal=[1, 4], fires=[[0, 1], [2, 4], [4, 1]])
[eq-collect] saved demo_multimodal_heldout_008_1778468164914.json  (layout 8/20, start=[0, 3], goal=[4, 2], fires=[[0, 0], [0, 4], [4, 1]])
[eq-collect] saved demo_multimodal_heldout_009_1778468556466.json  (layout 9/20, start=[1, 2], goal=[4, 0], fires=[[0, 3], [3, 0], [3, 2]])
[eq-collect] saved demo_multimodal_heldout_010_1778468437358.json  (layout 10/20, start=[0, 1], goal=[2, 3], fires=[[1, 0], [1, 2], [4, 2]])
[eq-collect] saved demo_multimodal_heldout_011_1778468478997.json  (layout 11/20, start=[0, 4], goal=[3, 1], fires=[[0, 0], [0, 2], [0, 3]])
[eq-collect] saved demo_multimodal_heldout_012_1778468176038.json  (layout 12/20, start=[3, 3], goal=[1, 0], fires=[[2, 2], [2, 4], [3, 1]])
[eq-collect] saved demo_multimodal_heldout_013_1778468351485.json  (layout 13/20, start=[4, 4], goal=[0, 3], fires=[[2, 0], [2, 1], [4, 2]])
[eq-collect] saved demo_multimodal_heldout_014_1778468485115.json  (layout 14/20, start=[1, 0], goal=[3, 4], fires=[[1, 4], [2, 3], [4, 4]])
[eq-collect] saved demo_multimodal_heldout_015_1778467702460.json  (layout 15/20, start=[1, 2], goal=[4, 4], fires=[[1, 1], [3, 1], [3, 4]])
[eq-collect] saved demo_multimodal_heldout_016_1778467650485.json  (layout 16/20, start=[0, 2], goal=[4, 1], fires=[[0, 0], [0, 4], [3, 3]])
[eq-collect] saved demo_multimodal_heldout_017_1778467627628.json  (layout 17/20, start=[0, 2], goal=[4, 2], fires=[[1, 1], [1, 4], [3, 1]])
[eq-collect] saved demo_multimodal_heldout_018_1778467630650.json  (layout 18/20, start=[2, 4], goal=[4, 2], fires=[[1, 4], [2, 2], [3, 4]])
[eq-collect] saved demo_multimodal_heldout_019_1778468269644.json  (layout 19/20, start=[2, 4], goal=[4, 2], fires=[[2, 0], [4, 0], [4, 3]])
[eq-collect] saved demo_multimodal_heldout_020_1778468083472.json  (layout 20/20, start=[4, 4], goal=[0, 0], fires=[[2, 2], [4, 0], [4, 3]])
[eq-collect] DONE — wrote 20 demos -> /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[12:47:02] [bo-hybrid] final initial demo count: 20

--------------------------------------------------------------------------------
PHASE 3: INITIAL TRAINING
--------------------------------------------------------------------------------
[12:47:02] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.train --demo_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos --checkpoint_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints --epochs 500 --seed 0 --max_demos 20
[hybrid-train] device=cuda demo_dir=/vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[hybrid-dataset] 20 demos -> 99 samples
[hybrid-train] trainable params: 1,400,028
[hybrid-train] ep   1/500 | train loss=0.9054 top1=0.511 | val loss=1.0548 | t=0.6s  *
[hybrid-rollout] ep 92 (heldout_093): steps=4 success=True
[hybrid-rollout] ep 93 (heldout_094): steps=3 success=False
[hybrid-rollout] ep 94 (heldout_095): steps=4 success=True
[hybrid-rollout] ep 95 (heldout_096): steps=4 success=True
[hybrid-rollout] ep 96 (heldout_097): steps=4 success=True
[hybrid-rollout] ep 97 (heldout_098): steps=7 success=True
[hybrid-rollout] ep 98 (heldout_099): steps=4 success=True
[hybrid-rollout] ep 99 (heldout_100): steps=4 success=True
[hybrid-rollout] ep 100 (heldout_101): steps=6 success=True
[hybrid-rollout] ep 101 (heldout_102): steps=4 success=True
[hybrid-rollout] ep 102 (heldout_103): steps=5 success=True
[hybrid-rollout] ep 103 (heldout_104): steps=6 success=True
[hybrid-rollout] ep 104 (heldout_105): steps=5 success=True
[hybrid-rollout] ep 105 (heldout_106): steps=60 success=False
[hybrid-rollout] ep 106 (heldout_107): steps=6 success=True
[hybrid-rollout] ep 107 (heldout_108): steps=5 success=True
[hybrid-rollout] ep 108 (heldout_109): steps=5 success=True
[hybrid-rollout] ep 109 (heldout_110): steps=6 success=True
[hybrid-rollout] ep 110 (heldout_111): steps=7 success=True
[hybrid-rollout] ep 111 (heldout_112): steps=5 success=True
[hybrid-rollout] ep 112 (heldout_113): steps=1 success=False
[hybrid-rollout] ep 113 (heldout_114): steps=4 success=True
[hybrid-rollout] ep 114 (heldout_115): steps=6 success=True
[hybrid-rollout] ep 115 (heldout_116): steps=4 success=True
[hybrid-rollout] ep 116 (heldout_117): steps=6 success=True
[hybrid-rollout] ep 117 (heldout_118): steps=4 success=True
[hybrid-rollout] ep 118 (heldout_119): steps=6 success=True
[hybrid-rollout] ep 119 (heldout_120): steps=6 success=True
[hybrid-rollout] ep 120 (heldout_121): steps=7 success=True
[hybrid-rollout] ep 121 (heldout_122): steps=5 success=True
[hybrid-rollout] ep 122 (heldout_123): steps=5 success=True
[hybrid-rollout] ep 123 (heldout_124): steps=5 success=True
[hybrid-rollout] ep 124 (heldout_125): steps=5 success=True
[hybrid-rollout] ep 125 (heldout_126): steps=4 success=True
[hybrid-rollout] ep 126 (heldout_127): steps=4 success=True
[hybrid-rollout] ep 127 (heldout_128): steps=4 success=True
[hybrid-rollout] ep 128 (heldout_129): steps=4 success=True
[hybrid-rollout] ep 129 (heldout_130): steps=6 success=True
[hybrid-rollout] ep 130 (heldout_131): steps=7 success=True
[hybrid-rollout] ep 131 (heldout_132): steps=6 success=True
[hybrid-rollout] ep 132 (heldout_133): steps=4 success=True
[hybrid-rollout] ep 133 (heldout_134): steps=5 success=True
[hybrid-rollout] ep 134 (heldout_135): steps=60 success=False
[hybrid-rollout] ep 135 (heldout_136): steps=5 success=True
[hybrid-rollout] ep 136 (heldout_137): steps=7 success=True
[hybrid-rollout] ep 137 (heldout_138): steps=4 success=False
[hybrid-rollout] ep 138 (heldout_139): steps=5 success=True
[hybrid-rollout] ep 139 (heldout_140): steps=5 success=True
[hybrid-rollout] ep 140 (heldout_141): steps=4 success=True
[hybrid-rollout] ep 141 (heldout_142): steps=7 success=True
[hybrid-rollout] ep 142 (heldout_143): steps=4 success=True
[hybrid-rollout] ep 143 (heldout_144): steps=5 success=True
[hybrid-rollout] ep 144 (heldout_145): steps=4 success=True
[hybrid-rollout] ep 145 (heldout_146): steps=5 success=True
[hybrid-rollout] ep 146 (heldout_147): steps=6 success=True
[hybrid-rollout] ep 147 (heldout_148): steps=6 success=True
[hybrid-rollout] ep 148 (heldout_149): steps=4 success=True
[hybrid-rollout] ep 149 (heldout_150): steps=4 success=True
[hybrid-rollout] ep 150 (heldout_151): steps=6 success=True
[hybrid-rollout] ep 151 (heldout_152): steps=4 success=True
[hybrid-rollout] ep 152 (heldout_153): steps=5 success=True
[hybrid-rollout] ep 153 (heldout_154): steps=4 success=True
[hybrid-rollout] ep 154 (heldout_155): steps=4 success=True
[hybrid-rollout] ep 155 (heldout_156): steps=5 success=True
[hybrid-rollout] ep 156 (heldout_157): steps=2 success=False
[hybrid-rollout] ep 157 (heldout_158): steps=6 success=True
[hybrid-rollout] ep 158 (heldout_159): steps=6 success=True
[hybrid-rollout] ep 159 (heldout_160): steps=4 success=True
[hybrid-rollout] ep 160 (heldout_161): steps=4 success=True
[hybrid-rollout] ep 161 (heldout_162): steps=6 success=True
[hybrid-rollout] ep 162 (heldout_163): steps=4 success=True
[hybrid-rollout] ep 163 (heldout_164): steps=1 success=False
[hybrid-rollout] ep 164 (heldout_165): steps=4 success=True
[hybrid-rollout] ep 165 (heldout_166): steps=4 success=False
[hybrid-rollout] ep 166 (heldout_167): steps=4 success=True
[hybrid-rollout] ep 167 (heldout_168): steps=4 success=True
[hybrid-rollout] ep 168 (heldout_169): steps=4 success=True
[hybrid-rollout] ep 169 (heldout_170): steps=5 success=True
[hybrid-rollout] ep 170 (heldout_171): steps=4 success=True
[hybrid-rollout] ep 171 (heldout_172): steps=5 success=True
[hybrid-rollout] ep 172 (heldout_173): steps=4 success=True
[hybrid-rollout] ep 173 (heldout_174): steps=4 success=True
[hybrid-rollout] ep 174 (heldout_175): steps=6 success=True
[hybrid-rollout] ep 175 (heldout_176): steps=60 success=False
[hybrid-rollout] ep 176 (heldout_177): steps=6 success=True
[hybrid-rollout] ep 177 (heldout_178): steps=1 success=False
[hybrid-rollout] ep 178 (heldout_179): steps=4 success=True
[hybrid-rollout] ep 179 (heldout_180): steps=4 success=True
[hybrid-rollout] ep 180 (heldout_181): steps=6 success=True
[hybrid-rollout] ep 181 (heldout_182): steps=4 success=True
[hybrid-rollout] ep 182 (heldout_183): steps=5 success=True
[hybrid-rollout] ep 183 (heldout_184): steps=5 success=True
[hybrid-rollout] ep 184 (heldout_185): steps=4 success=True
[hybrid-rollout] ep 185 (heldout_186): steps=7 success=True
[hybrid-rollout] ep 186 (heldout_187): steps=6 success=True
[hybrid-rollout] ep 187 (heldout_188): steps=6 success=True
[hybrid-rollout] ep 188 (heldout_189): steps=4 success=True
[hybrid-rollout] ep 189 (heldout_190): steps=4 success=True
[hybrid-rollout] ep 190 (heldout_191): steps=1 success=False
[hybrid-rollout] ep 191 (heldout_192): steps=4 success=True
[hybrid-rollout] ep 192 (heldout_193): steps=7 success=True
[hybrid-rollout] ep 193 (heldout_194): steps=5 success=True
[hybrid-rollout] ep 194 (heldout_195): steps=4 success=True
[hybrid-rollout] ep 195 (heldout_196): steps=4 success=True
[hybrid-rollout] ep 196 (heldout_197): steps=6 success=True
[hybrid-rollout] ep 197 (heldout_198): steps=6 success=True
[hybrid-rollout] ep 198 (heldout_199): steps=7 success=True
[hybrid-rollout] ep 199 (heldout_200): steps=5 success=True
[hybrid-rollout] DONE successes=176/200
[12:55:31] [bo-hybrid] round 2: cum_demos=40 sr=0.880

--------------------------------------------------------------------------------
ROUND 3
--------------------------------------------------------------------------------
[hybrid-dagger] 40 layouts; running 40 episodes
[hybrid-dagger] PASS DONE sr=0.97 corrected=1
[12:55:33] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.train --demo_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos --checkpoint_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints --epochs 100 --seed 0
[hybrid-train] device=cuda demo_dir=/vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/demos
[hybrid-dataset] 41 demos -> 212 samples
[hybrid-train] trainable params: 1,400,028
[hybrid-train] ep   1/100 | train loss=0.9107 top1=0.414 | val loss=1.0164 | t=0.6s  *
[hybrid-train] ep   2/100 | train loss=0.8991 top1=0.455 | val loss=1.0154 | t=0.1s  *
[hybrid-train] ep   3/100 | train loss=0.8943 top1=0.455 | val loss=1.0287 | t=0.1s
[hybrid-train] ep   4/100 | train loss=0.8874 top1=0.455 | val loss=1.0257 | t=0.1s
[hybrid-train] ep   5/100 | train loss=0.8835 top1=0.455 | val loss=1.0247 | t=0.1s
[hybrid-train] ep   6/100 | train loss=0.8760 top1=0.455 | val loss=1.0160 | t=0.1s
[hybrid-train] ep   7/100 | train loss=0.8692 top1=0.461 | val loss=1.0073 | t=0.1s  *
[hybrid-train] ep   8/100 | train loss=0.8520 top1=0.503 | val loss=1.0080 | t=0.1s
[hybrid-train] ep   9/100 | train loss=0.8380 top1=0.586 | val loss=0.9719 | t=0.1s  *
[hybrid-train] ep  10/100 | train loss=0.8095 top1=0.681 | val loss=0.9636 | t=0.1s  *
[hybrid-train] ep  11/100 | train loss=0.7669 top1=0.670 | val loss=0.9282 | t=0.1s  *
[hybrid-train] ep  12/100 | train loss=0.7117 top1=0.764 | val loss=0.8773 | t=0.1s  *
[hybrid-train] ep  13/100 | train loss=0.6591 top1=0.791 | val loss=0.8293 | t=0.1s  *
[hybrid-train] ep  14/100 | train loss=0.6022 top1=0.801 | val loss=0.7944 | t=0.1s  *
[hybrid-train] ep  15/100 | train loss=0.5652 top1=0.801 | val loss=0.7393 | t=0.1s  *
[hybrid-train] ep  16/100 | train loss=0.5249 top1=0.822 | val loss=0.6849 | t=0.1s  *
[hybrid-train] ep  17/100 | train loss=0.4826 top1=0.906 | val loss=0.6471 | t=0.1s  *
[hybrid-train] ep  18/100 | train loss=0.4428 top1=0.890 | val loss=0.5990 | t=0.1s  *
[hybrid-train] ep  19/100 | train loss=0.3989 top1=0.942 | val loss=0.5574 | t=0.1s  *
[hybrid-train] ep  20/100 | train loss=0.3618 top1=0.937 | val loss=0.5246 | t=0.1s  *
[hybrid-train] ep  21/100 | train loss=0.3267 top1=0.974 | val loss=0.4971 | t=0.1s  *
[hybrid-train] ep  22/100 | train loss=0.3062 top1=0.969 | val loss=0.4597 | t=0.1s  *
[hybrid-train] ep  23/100 | train loss=0.2692 top1=0.979 | val loss=0.4111 | t=0.1s  *
[hybrid-train] ep  24/100 | train loss=0.2528 top1=0.974 | val loss=0.3903 | t=0.1s  *
[hybrid-train] ep  25/100 | train loss=0.2233 top1=0.990 | val loss=0.3666 | t=0.1s  *
[hybrid-train] ep  26/100 | train loss=0.2038 top1=0.990 | val loss=0.3382 | t=0.1s  *
[hybrid-train] ep  27/100 | train loss=0.1856 top1=1.000 | val loss=0.3335 | t=0.1s  *
[hybrid-train] ep  28/100 | train loss=0.1736 top1=0.984 | val loss=0.3038 | t=0.1s  *
[hybrid-train] ep  29/100 | train loss=0.1556 top1=1.000 | val loss=0.2720 | t=0.1s  *
[hybrid-train] ep  30/100 | train loss=0.1384 top1=1.000 | val loss=0.2622 | t=0.1s  *
[hybrid-train] ep  31/100 | train loss=0.1260 top1=1.000 | val loss=0.2523 | t=0.1s  *
[hybrid-train] ep  32/100 | train loss=0.1158 top1=1.000 | val loss=0.2358 | t=0.1s  *
[hybrid-train] ep  33/100 | train loss=0.1107 top1=1.000 | val loss=0.2248 | t=0.1s  *
[hybrid-train] ep  34/100 | train loss=0.0941 top1=1.000 | val loss=0.2322 | t=0.1s
[hybrid-train] ep  35/100 | train loss=0.0914 top1=1.000 | val loss=0.2038 | t=0.1s  *
[hybrid-train] ep  36/100 | train loss=0.0801 top1=1.000 | val loss=0.1924 | t=0.1s  *
[hybrid-train] ep  37/100 | train loss=0.0772 top1=1.000 | val loss=0.1846 | t=0.1s  *
[hybrid-train] ep  38/100 | train loss=0.0677 top1=1.000 | val loss=0.1727 | t=0.1s  *
[hybrid-train] ep  39/100 | train loss=0.0689 top1=1.000 | val loss=0.1653 | t=0.1s  *
[hybrid-train] ep  40/100 | train loss=0.0592 top1=1.000 | val loss=0.1644 | t=0.1s  *
[hybrid-train] ep  41/100 | train loss=0.0584 top1=1.000 | val loss=0.1566 | t=0.1s  *
[hybrid-train] ep  42/100 | train loss=0.0508 top1=1.000 | val loss=0.1496 | t=0.1s  *
[hybrid-train] ep  43/100 | train loss=0.0473 top1=1.000 | val loss=0.1418 | t=0.1s  *
[hybrid-train] ep  44/100 | train loss=0.0437 top1=1.000 | val loss=0.1454 | t=0.1s
[hybrid-train] ep  45/100 | train loss=0.0410 top1=1.000 | val loss=0.1355 | t=0.1s  *
[hybrid-train] ep  46/100 | train loss=0.0393 top1=1.000 | val loss=0.1406 | t=0.1s
[hybrid-train] ep  47/100 | train loss=0.0362 top1=1.000 | val loss=0.1310 | t=0.1s  *
[hybrid-train] ep  48/100 | train loss=0.0339 top1=1.000 | val loss=0.1304 | t=0.1s  *
[hybrid-train] ep  49/100 | train loss=0.0311 top1=1.000 | val loss=0.1290 | t=0.1s  *
[hybrid-train] ep  50/100 | train loss=0.0296 top1=1.000 | val loss=0.1257 | t=0.1s  *
[hybrid-train] ep  51/100 | train loss=0.0287 top1=1.000 | val loss=0.1255 | t=0.1s  *
[hybrid-train] ep  52/100 | train loss=0.0267 top1=1.000 | val loss=0.1267 | t=0.1s
[hybrid-train] ep  53/100 | train loss=0.0253 top1=1.000 | val loss=0.1211 | t=0.1s  *
[hybrid-train] ep  54/100 | train loss=0.0251 top1=1.000 | val loss=0.1225 | t=0.1s
[hybrid-train] ep  55/100 | train loss=0.0237 top1=1.000 | val loss=0.1219 | t=0.1s
[hybrid-train] ep  56/100 | train loss=0.0222 top1=1.000 | val loss=0.1221 | t=0.1s
[hybrid-train] ep  57/100 | train loss=0.0216 top1=1.000 | val loss=0.1190 | t=0.1s  *
[hybrid-train] ep  58/100 | train loss=0.0204 top1=1.000 | val loss=0.1218 | t=0.1s
[hybrid-train] ep  59/100 | train loss=0.0199 top1=1.000 | val loss=0.1194 | t=0.1s
[hybrid-train] ep  60/100 | train loss=0.0196 top1=1.000 | val loss=0.1170 | t=0.1s  *
[hybrid-train] ep  61/100 | train loss=0.0184 top1=1.000 | val loss=0.1239 | t=0.1s
[hybrid-train] ep  62/100 | train loss=0.0183 top1=1.000 | val loss=0.1183 | t=0.1s
[hybrid-train] ep  63/100 | train loss=0.0174 top1=1.000 | val loss=0.1170 | t=0.1s
[hybrid-train] ep  64/100 | train loss=0.0169 top1=1.000 | val loss=0.1155 | t=0.1s  *
[hybrid-train] ep  65/100 | train loss=0.0164 top1=1.000 | val loss=0.1213 | t=0.1s
[hybrid-train] ep  66/100 | train loss=0.0160 top1=1.000 | val loss=0.1138 | t=0.1s  *
[hybrid-train] ep  67/100 | train loss=0.0158 top1=1.000 | val loss=0.1144 | t=0.1s
[hybrid-train] ep  68/100 | train loss=0.0152 top1=1.000 | val loss=0.1176 | t=0.1s
[hybrid-train] ep  69/100 | train loss=0.0153 top1=1.000 | val loss=0.1186 | t=0.1s
[hybrid-train] ep  70/100 | train loss=0.0149 top1=1.000 | val loss=0.1112 | t=0.1s  *
[hybrid-train] ep  71/100 | train loss=0.0145 top1=1.000 | val loss=0.1214 | t=0.1s
[hybrid-train] ep  72/100 | train loss=0.0144 top1=1.000 | val loss=0.1150 | t=0.1s
[hybrid-train] ep  73/100 | train loss=0.0139 top1=1.000 | val loss=0.1159 | t=0.1s
[hybrid-train] ep  74/100 | train loss=0.0137 top1=1.000 | val loss=0.1205 | t=0.1s
[hybrid-train] ep  75/100 | train loss=0.0135 top1=1.000 | val loss=0.1152 | t=0.1s
[hybrid-train] ep  76/100 | train loss=0.0133 top1=1.000 | val loss=0.1134 | t=0.1s
[hybrid-train] ep  77/100 | train loss=0.0132 top1=1.000 | val loss=0.1160 | t=0.1s
[hybrid-train] ep  78/100 | train loss=0.0130 top1=1.000 | val loss=0.1173 | t=0.1s
[hybrid-train] ep  79/100 | train loss=0.0129 top1=1.000 | val loss=0.1158 | t=0.1s
[hybrid-train] ep  80/100 | train loss=0.0127 top1=1.000 | val loss=0.1153 | t=0.1s
[hybrid-train] ep  81/100 | train loss=0.0127 top1=1.000 | val loss=0.1154 | t=0.1s
[hybrid-train] ep  82/100 | train loss=0.0126 top1=1.000 | val loss=0.1157 | t=0.1s
[hybrid-train] ep  83/100 | train loss=0.0125 top1=1.000 | val loss=0.1160 | t=0.1s
[hybrid-train] ep  84/100 | train loss=0.0124 top1=1.000 | val loss=0.1142 | t=0.1s
[hybrid-train] ep  85/100 | train loss=0.0123 top1=1.000 | val loss=0.1141 | t=0.1s
[hybrid-train] ep  86/100 | train loss=0.0123 top1=1.000 | val loss=0.1156 | t=0.1s
[hybrid-train] ep  87/100 | train loss=0.0122 top1=1.000 | val loss=0.1155 | t=0.1s
[hybrid-train] ep  88/100 | train loss=0.0122 top1=1.000 | val loss=0.1150 | t=0.1s
[hybrid-train] ep  89/100 | train loss=0.0122 top1=1.000 | val loss=0.1148 | t=0.1s
[hybrid-train] ep  90/100 | train loss=0.0121 top1=1.000 | val loss=0.1151 | t=0.1s
[hybrid-train] ep  91/100 | train loss=0.0121 top1=1.000 | val loss=0.1150 | t=0.1s
[hybrid-train] ep  92/100 | train loss=0.0121 top1=1.000 | val loss=0.1144 | t=0.1s
[hybrid-train] ep  93/100 | train loss=0.0120 top1=1.000 | val loss=0.1145 | t=0.1s
[hybrid-train] ep  94/100 | train loss=0.0120 top1=1.000 | val loss=0.1145 | t=0.1s
[hybrid-train] ep  95/100 | train loss=0.0120 top1=1.000 | val loss=0.1146 | t=0.1s
[hybrid-train] ep  96/100 | train loss=0.0120 top1=1.000 | val loss=0.1146 | t=0.1s
[hybrid-train] ep  97/100 | train loss=0.0120 top1=1.000 | val loss=0.1147 | t=0.1s
[hybrid-train] ep  98/100 | train loss=0.0120 top1=1.000 | val loss=0.1148 | t=0.1s
[hybrid-train] ep  99/100 | train loss=0.0120 top1=1.000 | val loss=0.1148 | t=0.1s
[hybrid-train] ep 100/100 | train loss=0.0120 top1=1.000 | val loss=0.1148 | t=0.1s
[hybrid-train] DONE best_val_loss=0.1112 @ epoch 70
Loss: 0.011976465070863982
[12:56:07] [bo-hybrid] $ /home/s226137394/.conda/envs/maze/bin/python -u -m Equivariant_pathway.equivariant_CNN_hybrid.rollout_test --checkpoint /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints/best_hybrid_policy.pth --layouts /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/heldout_layouts.yaml --out_dir /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/results/eval_round_003 --seed 3
[hybrid-rollout] 200 unique; running 200 eps
[hybrid-rollout] loaded /vast/s226137394/DmN/DmNfull/Equivariant_pathway/equivariant_CNN_hybrid/four_way_compare/runs/baseline_only/checkpoints/best_hybrid_policy.pth
[hybrid-rollout] ep 0 (heldout_001): steps=4 success=True
[hybrid-rollout] ep 1 (heldout_002): steps=5 success=True
[hybrid-rollout] ep 2 (heldout_003): steps=5 success=True
[hybrid-rollout] ep 3 (heldout_004): steps=4 success=True
[hybrid-rollout] ep 4 (heldout_005): steps=6 success=True
[hybrid-rollout] ep 5 (heldout_006): steps=4 success=True
[hybrid-rollout] ep 6 (heldout_007): steps=2 success=False
[hybrid-rollout] ep 7 (heldout_008): steps=5 success=True
[hybrid-rollout] ep 8 (heldout_009): steps=4 success=True
[hybrid-rollout] ep 9 (heldout_010): steps=6 success=True
[hybrid-rollout] ep 10 (heldout_011): steps=5 success=True
[hybrid-rollout] ep 11 (heldout_012): steps=4 success=True
[hybrid-rollout] ep 12 (heldout_013): steps=1 success=False
[hybrid-rollout] ep 13 (heldout_014): steps=5 success=True
[hybrid-rollout] ep 14 (heldout_015): steps=4 success=True
[hybrid-rollout] ep 15 (heldout_016): steps=8 success=True
[hybrid-rollout] ep 16 (heldout_017): steps=6 success=True
[hybrid-rollout] ep 17 (heldout_018): steps=5 success=True
[hybrid-rollout] ep 18 (heldout_019): steps=4 success=True
[hybrid-rollout] ep 19 (heldout_020): steps=6 success=True
[hybrid-rollout] ep 20 (heldout_021): steps=8 success=True
[hybrid-rollout] ep 21 (heldout_022): steps=5 success=True
[hybrid-rollout] ep 22 (heldout_023): steps=6 success=True
[hybrid-rollout] ep 23 (heldout_024): steps=8 success=True
[hybrid-rollout] ep 24 (heldout_025): steps=2 success=False
[hybrid-rollout] ep 25 (heldout_026): steps=4 success=True
[hybrid-rollout] ep 26 (heldout_027): steps=4 success=True
[hybrid-rollout] ep 27 (heldout_028): steps=6 success=True
[hybrid-rollout] ep 28 (heldout_029): steps=4 success=True
[hybrid-rollout] ep 29 (heldout_030): steps=4 success=True
[hybrid-rollout] ep 30 (heldout_031): steps=4 success=True
[hybrid-rollout] ep 31 (heldout_032): steps=5 success=True
[hybrid-rollout] ep 32 (heldout_033): steps=5 success=True
[hybrid-rollout] ep 33 (heldout_034): steps=8 success=True
[hybrid-rollout] ep 34 (heldout_035): steps=5 success=True
[hybrid-rollout] ep 35 (heldout_036): steps=4 success=True
[hybrid-rollout] ep 36 (heldout_037): steps=3 success=False
[hybrid-rollout] ep 37 (heldout_038): steps=4 success=True
[hybrid-rollout] ep 38 (heldout_039): steps=4 success=True
[hybrid-rollout] ep 39 (heldout_040): steps=7 success=True
[hybrid-rollout] ep 40 (heldout_041): steps=5 success=True
[hybrid-rollout] ep 41 (heldout_042): steps=6 success=True
[hybrid-rollout] ep 42 (heldout_043): steps=5 success=True
[hybrid-rollout] ep 43 (heldout_044): steps=5 success=True
[hybrid-rollout] ep 44 (heldout_045): steps=5 success=True
[hybrid-rollout] ep 45 (heldout_046): steps=5 success=True
[hybrid-rollout] ep 46 (heldout_047): steps=3 success=False
[hybrid-rollout] ep 47 (heldout_048): steps=4 success=True
[hybrid-rollout] ep 48 (heldout_049): steps=5 success=True
[hybrid-rollout] ep 49 (heldout_050): steps=4 success=True
[hybrid-rollout] ep 50 (heldout_051): steps=7 success=True
[hybrid-rollout] ep 51 (heldout_052): steps=6 success=True
[hybrid-rollout] ep 52 (heldout_053): steps=5 success=True
[hybrid-rollout] ep 53 (heldout_054): steps=4 success=True
[hybrid-rollout] ep 54 (heldout_055): steps=5 success=True
